Identifiant unique ,Données renseignées de l'AMAP ,,,,,"Commune, code commune INSEE",,Bassin de vie,,Zone d'emploi,,Coordonnées,,Autre,
id,amap,adresse,rue,code_postal,commune_renseignee,commune_corrigee,CODGEO,BV2022,LIBBV2022,ZE2020,LIBZE2020,latitude,longitude,doublon (1 si oui),Rq
id_506,Mûres Et Laitues,"Route Royale
78580
Les Alluets-le-Roi",Route Royale,CP_78580,Les Alluets-le-Roi,Les Alluets-le-Roi,CI_78010,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,9094182","1,9287837",,
id_507,Nextrabiotv,"Rue d'Oradour-sur-glane
75015
Paris",Rue d'Oradour-sur-glane,CP_75015,Paris,PARIS 15,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8320654","2,2807896",,
id_508,"
Palabres Autour D'Un Panier","24 Rue André le Bourblanc
78590
Noisy-le-Roi",24 Rue André le Bourblanc,CP_78590,Noisy-le-Roi,Noisy-le-Roi,CI_78455,BV_78455,Noisy-le-Roi,ZE_1115,Versailles-Saint-Quentin,"48,8412909","2,071596449",,
id_509,Panier Blomet,"15 Rue Georges Duhamel
75015
Paris",15 Rue Georges Duhamel,CP_75015,Paris,PARIS 15,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8359936","2,3125007",,
id_510,"
Panier D'Issy","53 Rue du General Leclerc
92130
Issy-les-Moulineaux",53 Rue du General Leclerc,CP_92130,Issy-les-Moulineaux,Issy-les-Moulineaux,CI_92040,BV_75056,Paris,ZE_1109,Paris,"48,8244237","2,274293",,
id_511,"
Panier Du 6Ème","78 Rue Bonaparte
75006
Paris",78 Rue Bonaparte,CP_75006,Paris,PARIS 06,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,850714","2,3326577",,
id_512,Panier Saint Fiacre,"Place du Général Leclerc
91090
Lisses",Place du Général Leclerc,CP_91090,Lisses,Lisses,CI_91340,BV_75056,Paris,ZE_1104,Evry,48.5960009,2.4237886,,
id_513,"
Paniers Bio De Carrières","573 Grande Rue
78955
Carrières-sous-Poissy",573 Grande Rue,CP_78955,Carrières-sous-Poissy,Carrières-sous-Poissy,CI_78123,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,948265","2,0403",,
id_514,"
Paniers De L'Échange","Rue Frattaci
92170
Vanves",Rue Frattaci,CP_92170,Vanves,Vanves,CI_92075,BV_75056,Paris,ZE_1109,Paris,48.9437694,2.0341747,,
id_515,"
Paniers De Vaux Le Penil","Rue Ambroise Pro
77000
Vaux-le-Pénil",Rue Ambroise Pro,CP_77000,Vaux-le-Pénil,Vaux-le-Pénil,CI_77487,BV_77288,Melun,ZE_1108,Melun,"48,5279215","2,6896083",,
id_516,"
Paniers D'Orge","Place du 19 Mars 1962
91600
Savigny-sur-Orge",Place du 19 Mars 1962,CP_91600,Savigny-sur-Orge,Savigny-sur-Orge,CI_91589,BV_75056,Paris,ZE_1109,Paris,"48,6888743","2,3511756",,
id_517,"
Pas Si Blettes","12 Rue du Val d'Osne
94410
Saint-Maurice",12 Rue du Val d'Osne,CP_94410,Saint-Maurice,Saint-Maurice,CI_94069,BV_75056,Paris,ZE_1109,Paris,"48,8231313","2,4230773",,
id_518,"
Ph'Ann Du Jardin","3 Rue du 11 Novembre
77540
Voinsles",3 Rue du 11 Novembre,CP_77540,Voinsles,Voinsles,CI_77527,BV_77393,Rozay-en-Brie,ZE_1106,Marne-la-Vallée,48.6909608,3.003678,,
id_519,Planète Lilas,"78 Rue Lemerle Vetter
94400
Vitry-sur-Seine",78 Rue Lemerle Vetter,CP_94400,Vitry-sur-Seine,Vitry-sur-Seine,CI_94081,BV_75056,Paris,ZE_1109,Paris,48.7876,2.39164,,
id_520,"
Pomme D'Amap","Place Voltaire
94200
Ivry-sur-Seine",Place Voltaire,CP_94200,Ivry-sur-Seine,Ivry-sur-Seine,CI_94041,BV_75056,Paris,ZE_1109,Paris,"48,81257185","2,384893426",,
id_521,"
Pomme, Persil, Potiron","13 Avenue Léon Blum
92350
Le Plessis-Robinson",13 Avenue Léon Blum,CP_92350,Le Plessis-Robinson,Le Plessis-Robinson,CI_92060,BV_75056,Paris,ZE_1109,Paris,"48,7744484","2,2544018",,
id_522,"
Poti'Marrant","26 Rue Louise Michel
93600
Aulnay-sous-Bois",26 Rue Louise Michel,CP_93600,Aulnay-sous-Bois,Aulnay-sous-Bois,CI_93005,BV_75056,Paris,ZE_1112,Roissy,"48,931683","2,501598",,
id_523,Pré Vert,"30 Route de Paris
77930
Chailly-en-Bière",30 Route de Paris,CP_77930,Chailly-en-Bière,Chailly-en-Bière,CI_77069,BV_77407,Saint-Fargeau-Ponthierry,ZE_1105,Fontainebleau-Nemours,"48,4731234","2,6014393",,
id_524,Ratat'Houilles - Green'Houilles,"9 Rue Gambetta
78800
Houilles",9 Rue Gambetta,CP_78800,Houilles,Houilles,CI_78311,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,923686","2,187509",,
id_525,"
Ris-Floreal","11 Rue de Bretagne
91130
Ris-Orangis",11 Rue de Bretagne,CP_91130,Ris-Orangis,Ris-Orangis,CI_91521,BV_75056,Paris,ZE_1104,Evry,"48,6407494","2,4111672",,
id_526,Robinson Fait Son Panier,"Rue Fernand Laguide
91100
Corbeil-Essonnes",Rue Fernand Laguide,CP_91100,Corbeil-Essonnes,Corbeil-Essonnes,CI_91174,BV_75056,Paris,ZE_1104,Evry,"48,5967177","2,4587595",,
id_527,"
Rouge Tomate","72 Rue de Cléry
75002
Paris",72 Rue de Cléry,CP_75002,Paris,PARIS 02,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8689639","2,3496547",,
id_528,"
Rouge Tomate","Rue de la Digue
78600
Maisons-Laffitte",Rue de la Digue,CP_78600,Maisons-Laffitte,Maisons-Laffitte,CI_78358,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,944044","2,1518589",,
id_529,"
Saule Blanc","7 Allée des Ferrands
78124
Mareil-sur-Mauldre",7 Allée des Ferrands,CP_78124,Mareil-sur-Mauldre,Mareil-sur-Mauldre,CI_78368,BV_78217,Épône,ZE_1114,Seine-Yvelinoise,"48,8899978","1,8697432",,
id_530,"
Saulx Good !","1 Rue Emile Fontaine
91160
Saulx-Les-Chartreux",1 Rue Emile Fontaine,CP_91160,Saulx-Les-Chartreux,Saulx-les-Chartreux,CI_91587,BV_75056,Paris,ZE_1113,Saclay,"48,691841","2,26657",,
id_531,"
Solibio91","Boulevard De France
91012
Evry",Boulevard De France,CP_91012,Evry,Évry-Courcouronnes,CI_91228,BV_75056,Paris,ZE_1104,Evry,"48,6266556","2,4415823",,
id_532,"
Terrain Vague","16 Rue Neil Armstrong
78280
Guyancourt",16 Rue Neil Armstrong,CP_78280,Guyancourt,Guyancourt,CI_78297,BV_75056,Paris,ZE_1115,Versailles-Saint-Quentin,"48,772454","2,0769225",,
id_533,"
Terre Happy Et Gourmandise","Place de la Republique
77920
Samois-sur-Seine",Place de la Republique,CP_77920,Samois-sur-Seine,Samois-sur-Seine,CI_77441,BV_77186,Fontainebleau,ZE_1105,Fontainebleau-Nemours,"48,45136165","2,749474376",,
id_534,"
Trait D'Oignon","119 Avenue du Général de Gaulle
94170
Le Perreux-sur-Marne",119 Avenue du Général de Gaulle,CP_94170,Le Perreux-sur-Marne,Le Perreux-sur-Marne,CI_94058,BV_75056,Paris,ZE_1109,Paris,"48,841751","2,505142",,
id_535,"
Traverse","24 Rue Daviel
75013
Paris",24 Rue Daviel,CP_75013,Paris,PARIS 13,CI_75056,BV_75056,Paris,ZE_1109,Paris,"48,8281336","2,3448776",,
id_536,"
Triel Environnement","Quai Auguste Roy
78510
Triel-sur-Seine",Quai Auguste Roy,CP_78510,Triel-sur-Seine,Triel-sur-Seine,CI_78624,BV_75056,Paris,ZE_1114,Seine-Yvelinoise,"48,9788913","2,0024339",,
id_537,"
Un Pour Tous","5 Rue Foch
78520
Limay",5 Rue Foch,CP_78520,Limay,Limay,CI_78335,BV_78361,Mantes-la-Jolie,ZE_1114,Seine-Yvelinoise,"48,9936808","1,7285692",,
id_538,"
Versailles-Montreuil","76 Rue Champ Lagarde
78000
Versailles",76 Rue Champ Lagarde,CP_78000,Versailles,Versailles,CI_78646,BV_75056,Paris,ZE_1115,Versailles-Saint-Quentin,"48,8021713","2,1522413",,
id_539,"
Vert 2 Main","Voie de l'Aulne
91370
Verrières-le-Buisson",Voie de l'Aulne,CP_91370,Verrières-le-Buisson,Verrières-le-Buisson,CI_91645,BV_75056,Paris,ZE_1113,Saclay,"48,7558518","2,2693661",,
id_540,"
Voisins De Paniers","Cours De L'Arche Guédon
77186
Noisiel",Cours De L'Arche Guédon,CP_77186,Noisiel,Noisiel,CI_77337,BV_75056,Paris,ZE_1106,Marne-la-Vallée,"48,8511748","2,6237556",,
id_541,"
Amap 4 Saisons","Parking Utopia (Devant L'Utopia)
31170
Tournefeuille",Parking Utopia (Devant L'Utopia),CP_31170,Tournefeuille,Tournefeuille,CI_31557,BV_31555,Toulouse,ZE_7625,Toulouse,43.58185,1.3473776,,
id_542,"
Amap Argoulets-Roseraie","Boulodrome De Jolimont - Rue Johannes Kepler
31500
Toulouse",Boulodrome De Jolimont - Rue Johannes Kepler,CP_31500,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.612812,1.4634515,,
id_543,"
Amap Arnaud-Bernard","Chez Bernard - 36 Rue Gatien Arnoult
31000
Toulouse",Chez Bernard - 36 Rue Gatien Arnoult,CP_31000,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.6100861,1.4405544,,
id_544,"
Amap Au + Pré","Salle Au Sous Sol De La Mini Crèche Parentale - Rond Point Salvador Allende
31520
Ramonville Saint Agne",Salle Au Sous Sol De La Mini Crèche Parentale - Rond Point Salvador Allende,CP_31520,Ramonville Saint Agne,Ramonville-Saint-Agne,CI_31446,BV_31555,Toulouse,ZE_7625,Toulouse,43.5413052,1.4834218,,
id_545,"
Amap Aucamville Fleurettes","Foyer Municipal - Rue Jean Jaurès
31140
Aucamville",Foyer Municipal - Rue Jean Jaurès,CP_31140,Aucamville,Aucamville,CI_31022,BV_31555,Toulouse,ZE_7625,Toulouse,43.667323,1.4310839,,
id_546,"
Amap Aux Petits Oignons","Parking De La Salle André Gentillet - Rue Jean Mermoz
31140
Fonbeauzard",Parking De La Salle André Gentillet - Rue Jean Mermoz,CP_31140,Fonbeauzard,Fonbeauzard,CI_31186,BV_31555,Toulouse,ZE_7625,Toulouse,43.684247,1.4389341,,
id_547,"
Amap Bel Air","Salle Campagnard (Salle Des Fêtes) - Route De Toulouse
31370
Berat",Salle Campagnard (Salle Des Fêtes) - Route De Toulouse,CP_31370,Berat,Bérat,CI_31065,BV_31454,Rieumes,ZE_7625,Toulouse,43.3823593,1.1817621,,
id_548,"
Amap Bio Le Petit Jardin","A La Ferme - 18 Chemin De La Claou
31790
Saint Jory",A La Ferme - 18 Chemin De La Claou,CP_31790,Saint Jory,Saint-Jory,CI_31490,BV_31555,Toulouse,ZE_7625,Toulouse,43.7294458,1.354878,,
id_549,"
Amap Canal","12 Rue Ferdinand Lassalle
31200
Toulouse",12 Rue Ferdinand Lassalle,CP_31200,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6187608","1,42031293",,
id_550,Amap Cassolebres Arcs Saint Cyprien,"58 Rue du Cimetière Saint Cyprien
31300
Toulouse",58 Rue du Cimetière Saint Cyprien,CP_31300,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,5927215","1,4289496",,
id_551,"
Amap Chèvres Tournefeuille","Parking De L'Utopia
31170
Tournefeuille",Parking De L'Utopia,CP_31170,Tournefeuille,Tournefeuille,CI_31557,BV_31555,Toulouse,ZE_7625,Toulouse,,,1,
id_552,"
Amap Coloquint","Salle Du Boulodrome - Route De La Saune
31130
Quint-Fonsegrives",Salle Du Boulodrome - Route De La Saune,CP_31130,Quint-Fonsegrives,Quint-Fonsegrives,CI_31445,BV_31555,Toulouse,ZE_7625,Toulouse,43.579878,1.5398759,,
id_553,"
Amap Coquelicots","Devant La Médiathèque - 1 Route De Lapeyrouse
31180
Castelmaurou",Devant La Médiathèque - 1 Route De Lapeyrouse,CP_31180,Castelmaurou,Castelmaurou,CI_31117,BV_31555,Toulouse,ZE_7625,Toulouse,43.6816632,1.5262767,,
id_554,"
Amap Cote Pavée","Maison De Quartier Jean Chaubet - 7, Place Marius Pinel
31500
Toulouse","Maison De Quartier Jean Chaubet - 7, Place Marius Pinel",CP_31500,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.6024563,1.4676297,,
id_555,"
Amap Croc Legumes","1 Allée Marie Cazin
31770
Colomiers",1 Allée Marie Cazin,CP_31770,Colomiers,Colomiers,CI_31149,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6254683","1,3341298",,
id_556,Amap Croix Daurade,"Mjc De Croix Daurade - 141 Chemin Nicol
31200
Toulouse",Mjc De Croix Daurade - 141 Chemin Nicol,CP_31200,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.6347078,1.4660774,,
id_557,"
Amap De Beauzelle","Local Attenant À La Mairie
31700
Beauzelle",Local Attenant À La Mairie,CP_31700,Beauzelle,Beauzelle,CI_31056,BV_31555,Toulouse,ZE_7625,Toulouse,43.6689,1.37302,,
id_558,"
Amap De Candie","Thales Alenia Space - 26 Avenue Champollion
31100
Toulouse",Thales Alenia Space - 26 Avenue Champollion,CP_31100,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5476997,1.3941094,,
id_559,"
Amap De Fontenilles","Avenue du 19 Mars 1962
31470
Fontenilles",Avenue du 19 Mars 1962,CP_31470,Fontenilles,Fontenilles,CI_31188,BV_31555,Toulouse,ZE_7625,Toulouse,"43,5526215","1,1880568",,
id_560,"
Amap De La Terrasse","Maison De Quartier De La Terrasse - Cour Extérieure - 15 Impasse Franz Schrader
31500
Toulouse",Maison De Quartier De La Terrasse - Cour Extérieure - 15 Impasse Franz Schrader,CP_31500,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5837195,1.4834561,,
id_561,Amap Des 4 Vents,"3 Rue du Docteur Suzanne Noël
31100
Toulouse",3 Rue du Docteur Suzanne Noël,CP_31100,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6014136","1,406130297",,
id_562,Amap Des Amidonniers 7 Deniers,"Mjc Des Amidonniers - 2, Port De L'Embouchure
31200
Toulouse","Mjc Des Amidonniers - 2, Port De L'Embouchure",CP_31200,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,60938125","1,41431775",,
id_563,Amap Des Boraldes,"Garage Municipal - Place De La Mairie
12500
Saint-Côme-d'Olt",Garage Municipal - Place De La Mairie,CP_12500,Saint-Côme-d'Olt,Saint-Côme-d'Olt,CI_12216,BV_12096,Espalion,ZE_7621,Rodez,44.5401,2.8853,,
id_564,"
Amap Des Cosmonautes","Parking Du Comité D'Entreprise - Rue André Villet
31402
Toulouse",Parking Du Comité D'Entreprise - Rue André Villet,CP_31402,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5636972,1.4955046,,
id_565,"
Amap Des Demoiselles","Espace Pont Des Demoiselles - 63 Bis Avenue Saint Exupéry
31400
Toulouse",Espace Pont Des Demoiselles - 63 Bis Avenue Saint Exupéry,CP_31400,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5868061,1.4628584,,
id_566,Amap Des Lilas,"Parking De La Bonne Auberge - Rue De L'Autan Blanc
31240
L'Union",Parking De La Bonne Auberge - Rue De L'Autan Blanc,CP_31240,L'Union,L'Union,CI_31561,BV_31555,Toulouse,ZE_7625,Toulouse,43.6598198,1.4868745,,
id_567,"
Amap Des Oliviers","Place De L'Esplanade - Place De L'Esplanade
31270
Villeneuve Tolosane",Place De L'Esplanade - Place De L'Esplanade,CP_31270,Villeneuve Tolosane,Villeneuve-Tolosane,CI_31588,BV_31555,Toulouse,ZE_7625,Toulouse,43.523487,1.3406608,,
id_568,"
Amap Des Valades","Onera Toulouse - 2, Avenue Édouard Belin
31400
Toulouse","Onera Toulouse - 2, Avenue Édouard Belin",CP_31400,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,5696585","1,4730136",,
id_569,"
Amap Du Coin","Le Fousseret, Mondavezan, Gratens
31430
Le Fousseret","Le Fousseret, Mondavezan, Gratens",CP_31430,Le Fousseret,Le Fousseret,CI_31193,BV_31135,Cazères,ZE_7622,Saint-Gaudens,43.281098,1.0650888,,
id_570,Amap Du Grand Jardin De L'Union,"Amap Du Grand Jardin De L'Union - 2, Bis Rue De L'Autan Blanc
31240
L'Union","Amap Du Grand Jardin De L'Union - 2, Bis Rue De L'Autan Blanc",CP_31240,L'Union,L'Union,CI_31561,BV_31555,Toulouse,ZE_7625,Toulouse,43.6598198,1.4868745,,
id_571,"
Amap Du Mares","Place de la Volaille
31450
Baziège",Place de la Volaille,CP_31450,Baziège,Baziège,CI_31048,BV_31582,Villefranche-de-Lauragais,ZE_7625,Toulouse,"43,4547987","1,6123545",,
id_572,Amap Du Petit Scarabée,"Ferme Du Petit Scarabée - 2008 Chemin Du Massoné
31600
Seysses",Ferme Du Petit Scarabée - 2008 Chemin Du Massoné,CP_31600,Seysses,Seysses,CI_31547,BV_31555,Toulouse,ZE_7625,Toulouse,43.4595,1.2453,,
id_573,"
Amap Du Potager De Camille","Chez Alain Et Véronique Gatti - 32, Chemin De Ladoux
31790
Saint Jory","Chez Alain Et Véronique Gatti - 32, Chemin De Ladoux",CP_31790,Saint Jory,Saint-Jory,CI_31490,BV_31555,Toulouse,ZE_7625,Toulouse,43.741465,1.3740546,,
id_574,"
Amap Ferme En Naudet","En Naudet
31290
Avignonet-Lauragais",En Naudet,CP_31290,Avignonet-Lauragais,Avignonet-Lauragais,CI_31037,BV_31582,Villefranche-de-Lauragais,ZE_7625,Toulouse,"43,3731153","1,7626456",,
id_575,"
Amap Fmr","Local De La Radio Fmr 89.1 - 9, Boulevard Des Minimes
31000
Toulouse","Local De La Radio Fmr 89.1 - 9, Boulevard Des Minimes",CP_31000,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.6153004,1.4487374,,
id_576,"
Amap Froutz","2 Rue Darnes
31300
Toulouse",2 Rue Darnes,CP_31300,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,5909902","1,4318757",,
id_577,"
Amap Gaya","14 Avenue Edouard Belin
31400
Toulouse",14 Avenue Edouard Belin,CP_31400,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,5621097","1,4790616",,
id_578,"
Amap Giroussens","Espace Associatif Ludimonde - 9 Rue De Giroussens
31500
Toulouse",Espace Associatif Ludimonde - 9 Rue De Giroussens,CP_31500,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.6208559,1.4631035,,
id_579,Amap Grand Jardin Launaguet,"Salle Des Fêtes, Rue Jean Moulin
31140
Launaguet","Salle Des Fêtes, Rue Jean Moulin",CP_31140,Launaguet,Launaguet,CI_31282,BV_31555,Toulouse,ZE_7625,Toulouse,43.6740676,1.452874,,
id_580,"
Amap Joyeuses Courges","Jardin Monplaisir - Boulevard Monplaisir ( Canal Du Midi)
31000
Toulouse",Jardin Monplaisir - Boulevard Monplaisir ( Canal Du Midi),CP_31000,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.593864,1.456581,,
id_581,"
Amap La Bergerie","Salle Des Fêtes - Cour Des Tilleuls
31650
Lauzerville",Salle Des Fêtes - Cour Des Tilleuls,CP_31650,Lauzerville,Lauzerville,CI_31284,BV_31555,Toulouse,ZE_7625,Toulouse,43.554,1.5341,,
id_582,"
Amap La Lèze","Utopia Tournefeuille - Utopia Tournefeuille
31170
Tournefeuille",Utopia Tournefeuille - Utopia Tournefeuille,CP_31170,Tournefeuille,Tournefeuille,CI_31557,BV_31555,Toulouse,ZE_7625,Toulouse,"43,58185","1,347377561",,
id_583,"Amap La Muscadelle
","Gymnase De La Muscadelle - Rue De La République
31120
Pinsaguel",Gymnase De La Muscadelle - Rue De La République,CP_31120,Pinsaguel,Pinsaguel,CI_31420,BV_31421,Pins-Justaret,ZE_7625,Toulouse,43.50464,1.3940996,,
id_584,"
Amap La Prairie","Ecole La Prairie - 1, Rue Des Néfliers
31400
Toulouse","Ecole La Prairie - 1, Rue Des Néfliers",CP_31400,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,5729519","1,4567112",,
id_585,"
Amap Lafrançaise","La Place De Lafrançaise
82130
Lafrançaise",La Place De Lafrançaise,CP_82130,Lafrançaise,Lafrançaise,CI_82087,BV_82087,Lafrançaise,ZE_7615,Montauban,"44,1259179","1,2410663",,
id_586,"
Amap Lagarrigue","Crous De Toulouse - 58 Rue Du Taur
31000
Toulouse",Crous De Toulouse - 58 Rue Du Taur,CP_31000,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6074204","1,4422376",,
id_587,"
Amap Le Jardin Du Pesquier","4 Rue Marc André Fabre
12340
Bozouls",4 Rue Marc André Fabre,CP_12340,Bozouls,Bozouls,CI_12033,BV_12096,Espalion,ZE_7621,Rodez,"44,4716329","2,720501",,
id_588,"
Amap Les Bonzoms","Préau De La Salle Orange - 11 Place De La Mairie Vieille
31320
Auzeville-Tolosane",Préau De La Salle Orange - 11 Place De La Mairie Vieille,CP_31320,Auzeville-Tolosane,Auzeville-Tolosane,CI_31035,BV_31555,Toulouse,ZE_7625,Toulouse,43.5295271,1.4787843,,
id_589,"
Amap Les Bouygasses","1496 D8 Les Bouygasses
82230
La Salvetat Belmontet",1496 D8 Les Bouygasses,CP_82230,La Salvetat Belmontet,La Salvetat Belmontet,CI_82176,BV_82121,Montauban,ZE_7615,Montauban,43.9655,1.5859,,
id_590,"
Amap Les Caouecs","Rond Point De La Crabe
31027
Toulouse",Rond Point De La Crabe,CP_31027,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,6107381","1,372845",,
id_591,"
Amap Les Coteaux De Bessieres","Porche Halle Au Gras - Place Du Souvenir
31660
Bessières",Porche Halle Au Gras - Place Du Souvenir,CP_31660,Bessières,Bessières,CI_31066,BV_31066,Bessières,ZE_7625,Toulouse,43.8004159,1.6067927,,
id_592,"
Amap Les Figuiers","Rue du 1er Mai
31260
Mazères-sur-Salat",Rue du 1er Mai,CP_31260,Mazères-sur-Salat,Mazères-sur-Salat,CI_31336,BV_31523,Salies-du-Salat,ZE_7622,Saint-Gaudens,43.1342096,0.9753431,,
id_593,"
Amap Les Gourmets De Brax","Grange Gailhaguet - Rue François Verdier
31490
Brax",Grange Gailhaguet - Rue François Verdier,CP_31490,Brax,Brax,CI_31088,BV_31555,Toulouse,ZE_7625,Toulouse,43.6163677,1.2412242,,
id_594,"
Amap Les Grillons","Centre Social
12800
Naucelle",Centre Social,CP_12800,Naucelle,Naucelle,CI_12169,BV_12169,Naucelle,ZE_7621,Rodez,44.1979349,2.3418494,,
id_595,"
Amap Les Jardins D'Harmonia","Les Jardins D'Harmonia - Lieu Dit Péchabou
31290
Avignonet Lauragais",Les Jardins D'Harmonia - Lieu Dit Péchabou,CP_31290,Avignonet Lauragais,Avignonet-Lauragais,CI_31037,BV_31582,Villefranche-de-Lauragais,ZE_7625,Toulouse,43.3803499,1.7634548,,
id_596,Amap Les Mangeurs De Saint-Simon,"Domaine De Candie - 17 Chemin De La Saudrune
31100
Toulouse",Domaine De Candie - 17 Chemin De La Saudrune,CP_31100,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5438114,1.3887657,,
id_597,"
Amap Les Paniers De Thales","Les Paniers De Thales - 105 Avenue Du Général Eisenhower
31100
Toulouse",Les Paniers De Thales - 105 Avenue Du Général Eisenhower,CP_31100,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5636751,1.3846993,,
id_598,"
Amap Lilas Bonnefoy","96 Rue Michel Ange
31200
Toulouse",96 Rue Michel Ange,CP_31200,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,"43,626879","1,4475007",,
id_599,"
Amap Matabiau","Maison De Quartier Des Chalets - 7 Boulevard Matabiau
31000
Toulouse",Maison De Quartier Des Chalets - 7 Boulevard Matabiau,CP_31000,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.61446,1.4488868,,
id_600,"
Amap Miam 82","La Halle Couverte
82700
Montech",La Halle Couverte,CP_82700,Montech,Montech,CI_82125,BV_82125,Montech,ZE_7615,Montauban,43.9577778,1.2305556,,
id_601,"
Amap Monde Du Volvestre","Jardin Du Presbytère De L'Église Saint Nicolas - 1, Rue Bourdelle
31300
Toulouse","Jardin Du Presbytère De L'Église Saint Nicolas - 1, Rue Bourdelle",CP_31300,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.6043,1.4437,,
id_602,"
Amap Monplaisir","Jardin Monplaisir - 1 Boulevard Monplaisir
31400
Toulouse",Jardin Monplaisir - 1 Boulevard Monplaisir,CP_31400,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5923801,1.4580586,,
id_603,Amap Myamm (Maintenant Yaka Manger Mieux),"Orange - 6 Avenue Albert Durand
31706
Blagnac",Orange - 6 Avenue Albert Durand,CP_31706,Blagnac,Blagnac,CI_31069,BV_31555,Toulouse,ZE_7625,Toulouse,43.6339226,1.376449,,
id_604,Amap Niwa Yasai,"Café Bon Vivre
31810
Venerque",Café Bon Vivre,CP_31810,Venerque,Venerque,CI_31572,BV_31574,Vernet,ZE_7625,Toulouse,43.4333976,1.4424794,,
id_605,"
Amap Pastel","Amap Pastel Mercredi - 1, Rue De L'Ariège
31170
Tournefeuille","Amap Pastel Mercredi - 1, Rue De L'Ariège",CP_31170,Tournefeuille,Tournefeuille,CI_31557,BV_31555,Toulouse,ZE_7625,Toulouse,43.5890791,1.3372136,,
id_606,"
Amap Patte D'Oie","Patio De L'Église De La Patte D'Oie - Place De La Patte D'Oie
31300
Toulouse",Patio De L'Église De La Patte D'Oie - Place De La Patte D'Oie,CP_31300,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5966388,1.4230935,,
id_607,"
Amap Pavé Fleurettes","Théâtre Du Pavé - 34 Rue Maran
31400
Toulouse",Théâtre Du Pavé - 34 Rue Maran,CP_31400,Toulouse,Toulouse,CI_31555,BV_31555,Toulouse,ZE_7625,Toulouse,43.5809692,1.4476192,,
id_608,"
Amap Pechbonnieu","L'Atelier Pôle Culturel - 31 Rue Des Coteaux Bellevue
31140
Pechbonnieu",L'Atelier Pôle Culturel - 31 Rue Des Coteaux Bellevue,CP_31140,Pechbonnieu,Pechbonnieu,CI_31410,BV_31555,Toulouse,ZE_7625,Toulouse,43.706369,1.4639223,,
id_609,"
Amap Pichauriol","Centre De Loisir Du Calvel - 63, Avenue Saint Martin De Boville
31310
Balma","Centre De Loisir Du Calvel - 63, Avenue Saint Martin De Boville",CP_31310,Balma,Balma,CI_31044,BV_31555,Toulouse,ZE_7625,Toulouse,43.601948,1.5075757,,
